"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.N. Secretary-General Antonio Guterres says he is alarmed by the risk of military escalation on the Korean Peninsula. The absence of communication channels with the DPRK (North Korea) is dangerous, he told the 15-member council.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Wang Yi says a peace agreement is the only right choice in the nuclear dispute with North Korea. Peaceful settlement of the nuclear issue on the Korean Peninsula through dialogue and negotiations.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump declined to say what steps he would take if Republican leaders proposed legislation to dismantle Obamacare failed to pass the House of Representatives. Asked whether he will keep pushing the bill aimed at replacing former President Barack Obamas Affordable Care Act if a vote on the replacement fails, Trump said: Well see what happens.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. will increase pressure on Islamic State and al Qaeda, Secretary of State Rex Tillerson says. The United States will work to set up interim zones of stability, he says.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump will attend a summit of leaders of NATO nations on May 25. Trump has made key European allies nervous with his demands that they increase defense spending.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""On Feb. 8, Trump administration officials met with a group of Republican elder statesman who called for a $40 per ton tax on carbon emissions to fend off global climate change. In response to that meeting, the White House official said: The Trump Administration is not considering a carbon tax.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. State Department said on Tuesday it offered new dates for a NATO foreign ministers meeting. Secretary of State Rex Tillerson could attend after officials on Monday said he would skip the scheduled April 5-6 gathering.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Congressman Ro Khanna asked the Department of Defense for an investigation into the business practices of aircraft components supplier TransDigm Group. Khanna requested for a probe into the company for potential waste, fraud and abuse in the defense industrial base. Shares of the company touched a one-month low of $214.99.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. Chamber of Commerce says it supports the Republican healthcare bill. The bill could come up for a vote in the House of Representatives as early as Thursday. The chamber said it would consider how lawmakers vote in its annual How They Voted Scorecard.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Donald Trump says he is preparing new executive actions to save coal mining. Trump told a rally in Louisville, Kentucky, without providing any details.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump wants to add a provision to the Republican healthcare plan that would lower prescription drug costs through a competitive bidding process. Medicine prices will be coming way down, Trump told a rally in Louisville, Kentucky.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ivanka Trump is getting an office in the White House West Wing. She will have access to classified information and a government-issued phone. She is not expected to have an official title and will not be paid a salary.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Iraqi Prime Minister Haider al-Abadi says he received assurances during talks with President Donald Trump. Abadi: \""We have been given assurances that the (U.S.) support will not only continue\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Secretary of State Rex Tillerson sent a very clear signal that our policy of strategic patience is over with North Korea, a White House spokesman said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Donald Trump will speak to Republican members of the House of Representatives. Republicans are divided over the healthcare overhaul, which is Trumps first major legislative initiative. A House vote is expected on the bill on Thursday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""FBI Director James Comey confirms the agency is investigating possible Russian government efforts to interfere in the 2016 U.S. election. Comey told a congressional hearing on Russian activities that the probe includes investigating the nature of any links between individuals associated with the Trump campaign and the Russian government.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. House of Representatives Intelligence Committee chairman denies there was a wiretap on Trump Tower. Devin Nunes says it is possible other surveillance was used against Trump. Nunes says numerous current and former U.S., officials had leaked potentially classified information.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Representative Adam Schiff says it is not known whether any Americans helped Russia in alleged hacking campaign. It is no crime for Trump or his associates to have ties to Russia, he added. If the Trump campaign aided or abetted the Russians, it would be a serious crime, he said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The fourth and final House hearing on the bill, known formally as the American Health Care Act, will take place a day before lawmakers are expected to vote on the legislation. The hearing will be held at 10 a.m. EDT (1400 GMT)""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. House Republicans are working on changes to their healthcare overhaul bill. Changes would implement a work requirement for the Medicaid program for the poor. Lawmakers plan to have the healthcare legislation on the House floor this Thursday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Donald Trump may begin his overhaul of the U.S. tax code as early as late spring. Trump has vowed to deliver major tax cuts to the middle-class and the business community. But deepening Republican divisions over a House Republican healthcare bill has spawned concern that action on tax reform may be delayed.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tillerson says Wang agreed they would work together to try to get North Koreas government to change its current course of pursuing nuclear and ballistic missile programs.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tillerson says both sides renewed their determination to convince North Korea to choose a better path. Wang Yi says he held candid, pragmatic and productive talks with visiting U.S. Secretary of State Rex Tillerson.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""China and the United States are in close communication on arranging a meeting between Chinese President Xi Jinping and U.S. President Donald Trump. The remarks were reported by Chinas official Xinhua news agency.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The man was on the grounds for 16 minutes before he was apprehended, the Secret Service said. The Secret Service can confirm that at no time did the individual gain entry into the White House.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Donald Trump says he very seldom regrets anything he tweets. Trump also deflected criticism about a White House official who on Thursday repeated a charge that a British intelligence agency helped Obama wiretap Trump.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""House Budget Committee Chairman Diane Black said it was very likely there would be such changes. U.S. Representative Tom Cole said House Speaker Paul Ryan had pretty much committed to altering the plans tax credits.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump met with a dozen conservative Republicans from the House of Representatives. Trump said all of them were now planning to support the bill to replace Obamacare.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Donald Trump maintains his support of Republican House leaders healthcare plan. Health Secretary Tom Price says proposed measure tackles key issues important to the president.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Britain has received assurances from the U.S. that allegations the GCHQ intelligence agency helped former President Barack Obama eavesdrop on Donald Trump will not be repeated.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Defense Secretary James Mattis met with Saudi Deputy Crown Prince Mohammed bin Salman. They discussed U.S.-Saudi military cooperation in the fight against Islamic State.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Donald Trump stands by his allegation that former President Barack Obama ordered Trump Tower to be wiretapped during the 2016 campaign, White House spokesman Sean Spicer said. Spicers comments came after the Republican and Democratic leaders of the Senate Intelligence Committee said they saw no evidence.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. State Department said on Thursday that President Donald Trumps proposed budget for the 2018 fiscal year would not reduce aid to Israel. The United States provides assistance to Jordan and Egypt as part of their peace treaties with Israel.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Republican head of the Foreign Affairs Committee in the U.S. House of Representatives said on Thursday he was worried about the Trump administrations proposal to deeply cut the State Department budget. Ed Royce said the cuts come as the United States is fighting Islamic State militants in Iraq and Syria.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""German Finance Minister Wolfgang Schaeuble met U.S. Treasury Secretary Steven Mnuchin in Berlin. They agreed to work together to promote sustainable global growth and prosperity, he said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""House of Representatives Speaker Paul Ryan says President Donald Trump is playing a constructive role in new health care legislation. Ryan: \""This president is getting deeply involved\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Patrick Shanahan is U.S. President Donald Trumps nominee to take over the No. 2 role at the Pentagon. The White House also announced plans to nominate David Norquist to become Under Secretary of Defense, Comptroller.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. House Budget Committee approves Republicans healthcare bill in 19-17 vote. The panel backed the plan pending non-binding changes to the legislation to unwind Obamacare.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Republican chairman of the House Armed Services Committee said on Thursday President Donald Trumps 2018 budget proposal does not include enough funds to rebuild the nations military.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Japanese Foreign Minister Fumio Kishida said he agreed with visiting U.S. Secretary of State Rex Tillerson that North Koreas nuclear and missile programs were not permissible. Tillerson, a former oil executive, arrived in Japan late on Wednesday on his first trip to Asia.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Secretary of State Rex Tillerson is on his first trip to Asia as President Donald Trumps top diplomat. He visits South Korea and China later in the week.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Dina Powell will be named deputy national security adviser for strategy. Powell will also continue to work with Trumps daughter Ivanka Trump and son-in-law Jared Kushner.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump says a judge's decision to halt his travel ban is an example of judicial overreach. \""This is in the opinion of many an unprecedented judicial over reach,\"" Trump says.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The reduction in the State Department budget, while steep, is below the 37 percent cut some officials in recent weeks had said was possible. President Donald Trump will release his budget proposal on Thursday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Budget proposal to be released by President Donald Trump on Thursday. Will call for spending cuts of 28 percent for the State Department and 31 percent for Environmental Protection Agency.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Donald Trump is working with Republican leaders in the House of Representatives to make changes to their healthcare overhaul plan.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Donald Trump says more information will be coming out soon about his claim that former President Barack Obama ordered a wiretap of Trump Tower. Trump: \""Youre going to find some very interesting items coming to the forefront\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Leaders of the House of Representatives Intelligence Committee said on Wednesday they do not believe Trump Tower was tapped during the 2016 presidential campaign. FBI and NSA directors will testify at a hearing next week about that claim and any Russian meddling in the U.S. election.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The EPA said it would make a determination by April 2018. The Obama administration sought in January to lock in the rules. Environmentalists say the rules save fuel and reduce greenhouse gases.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Republican Study Committee (RSC) is the biggest group of conservatives in Congress. The RSC is very close to signing off on the Republican healthcare bill that would repeal Obamacare.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""12.2 million Americans across 50 states had selected an individual insurance plan. One-third of those were new to this market created under Obamacare. Of those, 10.1 million people had received premium tax credits.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Saudi Arabia had viewed with unease the administration of U.S. President Barack Obama. It has been encouraged by the Trump administrations hardline stance on Iran.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Trump administration is working with Congress on amending the proposed Republican healthcare bill. The White House is in talks with leaders in the House of Representatives, a spokesman said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""McConnell: CBO report indicates path to lower insurance premiums, lower deficit. Republican Senator Roy Blunt says CBO is notoriously bad at anticipating what will happen in the marketplace.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. health secretary Tom Price said the administration strenuously disagreed with the report. He said the report did not look at the full Republican plan and did not take into account regulatory reforms.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Congressional Budget Office forecast that 14 million more people would be uninsured in 2018 and 24 million more in 2026 if the plan being considered in the House of Representatives were adopted.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
