"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Arab League to hold emergency meeting on U.S. plans to recognize Jerusalem as capital of Israel. Palestinians and Jordan had requested the meeting which will take place on Saturday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Sunni militant group said it had killed 35 members of Shi ite paramilitaries. The Interior Ministry had earlier said the attack targeted civilians.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pentagon says it is reviewing  adjustments  in arms for U.S.-backed Kurdish forces in Syria. But it stopped short of declaring a halt to weapons transfers. Turkey said on Friday that President Donald Trump had issued instructions that weapons should not be provided to Syrian Kurdish fighters.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Luis Zelaya, the third-placed candidate in Sunday s Honduran presidential election, says Salvador Nasralla is the country s new leader. Zelaya urges the U.S.-friendly incumbent Juan Orlando Hernandez to accept defeat.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Chinamasa was a former finance minister under Robert Mugabe s government. He was moved to a newly created ministry of cyber security last month.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The bill needs a three-fifths super majority of 308 votes to pass. A government plan to hold a vote next week will likely get put off until Dec 13. The Congressional recess begins on Dec 22.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland s minister for social protection said she expects the government and main opposition party to avoid a snap election. A dispute between the two has left them 24 hours away from triggering. Regina Doherty said it just isn't right for the country to have that election right now.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A Sudanese general and nine soldiers were killed in clashes in the war-damaged region of Darfur. Conflict in Darfur erupted in 2003 when mainly non-Arab tribes took up arms against Sudan s Arab-led government.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Britain s Prince Harry announced earlier on Monday he was engaged to his American girlfriend Meghan Markle. Harry and Markle posed for their first picture together after the announcement.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Syrian Congress on National Dialogue was initially to be held in November. Some opposition groups rejected the idea of the meeting, initially proposed by Putin.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russia denies carrying out deadly air strikes on a village in Syria's Deir al-Zor province. Syrian Observatory for Human Rights said at least 53 civilians, including children, had been killed.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""SPD leader Martin Schulz says nothing has been ruled out ahead of talks with Chancellor Angela Merkel. But he adds that there is no certainty of success. Preliminary talks are due to begin on Thursday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A 17-year-old Danish girl offered to fight for Islamic State. She was arrested at her home in January last year and charged with planning the attacks. The prosecutor had called for her to sentenced to preventive detention indefinitely.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Germany needs a stable government as soon as possible, Chancellor Angela Merkel says. Merkel: Germany needs to respond to proposals for reforming the European Union. She also mentioned conflict in the Middle East and tensions with Russia.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Syrian government delegation has postponed its departure to U.N.-backed peace talks. Syrian opposition groups stuck by a long-standing demand that President Bashar al-Assad be gone before a political transition.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Kremlin says Ramzan Kadyrov will remain head of Chechnya. Chechen leader said it was his dream to one day leave office. He said he could suggest several candidates capable of taking over.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Salvador Nasralla, who helms the Opposition Alliance Against the Dictatorship, had 45.17 percent of the vote. The National Party s Hernandez had 40.21 percent with 57 percent of ballot boxes counted.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The pope will also visit Bangladesh, to where more than 620,000 Rohingya have fled. Only about 700,000 of Myanmar s 51 million people are Roman Catholic. The United States has accused the Myanmar army of ethnic cleansing.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Deputy Prime Minister Bekir Bozdag says the U.S. wants to impose sanctions on Ankara. Boz dag also says that the United States pressured the trader, Reza Zarrab, to sign off on accusations.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There were no immediate reports of any damage or injuries from the quake. The quake struck 125 km (78 miles) east of the town of Rabaul, at a depth of 70 km.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bali Governor Made Mangku Pastika said the closure of I Gusti Ngurah Rai International Airport could last longer than 24 hours. At least 5,000 foreign and 15,000-20,000 domestic tourists pass through the airport each day.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""40,000 people evacuated from near Bali s erupting Mount Agung volcano. Tens of thousands still needed to move with an imminent large eruption warning. Not all residents have evacuated yet.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" 445 flights affected by closure of Bali airport, including 196 international routes. Five alternative airports prepared for airlines to divert inbound flights. Singapore Airlines, Sriwijaya, Garuda Indonesia, Tiger Air, Malaysian Airlines and Jetstar canceled.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Honduran President Juan Orlando Hernandez cites exit polls to declare himself winner. Opposition says it too had won.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Armando Hart was education and then culture minister under Fidel Castro. Hart, a Marxist intellectual and lawyer, fought in the urban underground. Hart was imprisoned during the last year of the revolution against Fulgencio Batista.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Honduras election tribunal is due to give its first official count later in the evening. The Channel 5 exit poll gave Hernandez 43.93 percent of the vote. Salvador Nasralla, who helms a broad left-right coalition, trailed on 34.70 percent.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The defendants have been given leave to appeal against the sentence in a higher court. Gay men are frequently arrested and typically charged with debauchery, immorality or blasphemy. In October security forces arrested 57 people in a wave of arrests.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Six Russian Tu-22M3 long-range bombers hit Islamic State targets in Syria. The bombers that flew from an airfield in Russia hit terrorist strongholds.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""French President Emmanuel Macron received members of Lebanese Prime Minister Saad al-Hariri s family in Paris. Hariri resigned as prime minister in a video broadcast from Riyadh on Nov. 4. After intervention by France he returned to Lebanon this week and postponed his resignation.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pakistani authorities order private television channels to go off air during crackdown. Police and paramilitary crackdown on Islamist protesters in the capital. State-run Pakistan Television continued to broadcast, but aired a talk show.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Army called in to control law and situation in capital, official Pakistan TV reported. Police fought running battles on Saturday with stone-throwing activists of the ultra-religious Tehreek-e-Labaik party.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ousted Zimbabwe finance minister Ignatius Chombo charged with three counts of corruption. Chombo among those detained by the military when it seized power before Robert Mugabe resigned.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russian long-range bombers hit Islamic State targets in northeast of Syria. Russian news agencies cited Russian Defense Ministry as saying.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Militant gunmen who killed more than 300 people were carrying an Islamic State flag. The gunmen were between 25 to 30 in number, the public prosecutor s office said. They surrounded the mosque blocking windows and a doorway.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The death toll in a devastating militant attack on a mosque on Friday in Egypt s North Sinai has risen to 305. 128 more people were wounded, MENA state news agency said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Police of Beijing s Chaoyang district have detained a teacher on suspicion of abuse at a kindergarten. Police also arrested another person for disrupting social disorder.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Argentine President Mauricio Macri says the country's navy and foreign forces will continue the search for a missing submarine. Macri said he expected the vessel to be found over the days ahead.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The next round of U.N.-backed peace talks in Geneva aimed at ending the Syrian civil war will begin on Nov. 28. Nasr Hariri told a news conference in Riyadh that the opposition was going to Geneva to hold direct talks.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Nasr Hariri called on the international community, including Russia,  to focus all our work on serving the political process according to the U.N.-sponsored Geneva track in order to save time and achieve the desired goal.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump said that he had informed Turkey s President Recep Tayyip Erdogan in a call that Washington is adjusting military support. Turkey s presidency had previously reported that the United States would not supply weapons to the Kurdish YPG fighters in Syria.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A fire in a hotel in Georgia s Black Sea resort city of Batumi killed 11 people. The fire started late on Friday on one floor of the Leogrand hotel. The hotel has been scheduled to be a venue for the Miss Georgia beauty contest.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jean-Claude Juncker to meet British Prime Minister Theresa May on December 4. Juncker: Meeting will allow EU to see whether sufficient progress has been made.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland is trying to force the United Kingdom, or at least Northern Ireland, to remain in the customs union after Brexit. Deputy leader of the province s Democratic Unionist Party said on Friday. Nigel Dodds said: \""We d have to abide by the rules\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Irish Prime Minister Leo Varadkar says he will not seek the resignation of his deputy prime minister. He says he would be forced to call an election if that demand was not withdrawn by Tuesday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""London police stand down after incident in heart of shopping district. Police initially responded to incident as if it could have been terrorist-related. Police said they had found no evidence of previously reported gunshots.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The tiger was shot by circus staff, police said. A tram line had been closed while the animal was at large.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""London police say they have received reports of shots fired on Oxford Street. Police say they are responding to the incident as if it might be terrorist-related.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""London police urge people on Oxford Street, a major shopping district, to go inside while they dealt with an ongoing incident. Oxford Circus underground station closed while police dealt with what it called  customer incident.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Egypt's military has begun conducting air strikes around the area of North Sinai. The strikes have been concentrated in several mountainous areas surrounding Al Rawdah mosque.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mohammed bin Salman called Iran s Supreme Leader  the new Hitler of the Middle East. No one in the world and in the international arena gives credit to him, Iran says.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The European Union and six former Soviet republics, including Ukraine, agreed a joint summit declaration. The declaration aims to help bring the countries closer to the West, overcoming Kiev s objections.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The European Union and six former Soviet republics, including Ukraine, agreed a joint summit declaration. The declaration aims to help bring the countries closer to the West, overcoming Kiev s objections.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The death toll in a militant attack on a mosque in Egypt s north Sinai region has risen to 235.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Six TU-22M3 long-range bombers carried out air strikes on Islamic State targets. Militants strongholds and groups were among the targets hit by the bombers.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Angela Merkel says she reassured EU counterparts that Germany continued to have a government committed to the EU. Merkel s first attempt to form a new coalition after September s election failed last weekend.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Turkish President Tayyip Erdogan and U.S. President Donald Trump discuss recent developments in Syria, bilateral ties. At a summit in the southern Russian city of Sochi on Wednesday, Russia won the backing of Turkey and Iran to host a Syrian peace congress.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump told President Tayyip Erdogan he had issued instructions that weapons should not be provided to Kurdish YPG fighters in Syria. Turkey has said it would not accept the presence of YPG representatives.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""German President Frank-Walter Steinmeier will meet with Chancellor Angela Merkel. Meeting will include Merkel, SPD leader Martin Schulz and Horst Seehofer. Schulz on Friday announced his center party would help form a new government.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The death toll in a militant attack on a mosque in Egypt s north Sinai region has risen to 200.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.N. special envoy on Syria says meeting with Russian foreign minister useful. Staffan de Mistura declined additional comments before the end of a Syria s opposition meeting in Riyadh.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The death toll in a militant attack on mosque in Egypt s north Sinai region has risen to 184.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The outgoing Czech government will submit its resignation when it next meets on Nov. 29. President Milos Zeman plans to appoint Andrej Babis as prime minister in early December. Babis s ANO party won last month s election by a large margin but fell short of a majority.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Atiku Abubakar is prepared to run for the presidency in 2019, his spokesman says. The former ally of President Muhammadu Buhari quit the ruling party earlier on Friday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland s finance minister says prospect of an election and period without government during Brexit talks is unconscionable. Paschal Donohoe tells the party propping the government up that it needs to be aware of the consequences of causing an election.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russia opposed to militarization of Asia under pretext of countering North Korea. Concerned by U.S. plans to deploy part of its global missile defense system in the region.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Egypt declares three days of mourning after attack on north Sinai mosque. At least 85 people were killed in the attack on Friday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russia is working with Saudi Arabia to unify the Syrian opposition, foreign minister says. U.N. special envoy on Syria, Staffan de Mistura, is visiting Moscow. De Mistura says a new Syrian constitution will be one of the main items on the agenda for UN-sponsored talks.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Opposition party Fianna Fail submitted a motion of no confidence in the deputy prime minister. The ruling party considers a breach of a three-year agreement to support prime minister Leo Varadkar s government.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""An Irish election appeared likely after opposition party Fianna Fail submitted a motion of no confidence in the deputy prime minister. The ruling party considers a breach of a three-year agreement to support prime minister Leo Varadkar.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Michel Barnier assured Ireland s foreign minister on Friday that the EU would defend Dublin s position in talks with Britain. Barnier said on Twitter that he had updated Simon Coveney on the state of play in negotiations.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Irish Prime Minister Leo Varadkar appears to be preparing for an imminent general election. Opposition Fianna Fail submitted a motion of no confidence in the deputy prime minister in violation of a three-year support agreement.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""SPD members will get to vote on any decision by the leadership of the center-left party to join a future coalition government. There is nothing automatic about the direction we are moving in, Martin Schulz said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hafiz Saeed was ordered freed by a Pakistani court this week. He preached on Friday at a mosque in the eastern city of Lahore. U.S. State Department spokeswoman Heather Nauert said Saeed s organization was responsible for the deaths of hundreds of civilians, including American citizens.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Suspected militants set off a bomb and opened fire at a mosque in Egypt s restive northern Sinai. Another 75 people were wounded, state media reported. Egypt s security forces are battling an Islamic State insurgency in north Sinai.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lawmakers from the ruling right-wing Law and Justice (PiS) party initially approved the bill. The bill would replace all current members of a body responsible for conducting and overseeing elections. It will now be sent to a parliamentary committee for further works.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A 17-year-old Danish girl who offered to fight for Islamic State was found guilty on Friday of planning bomb attacks. The High Court ruling upholds a ruling in the Holbaek district court in May. The girl was arrested at her home in January last year, when she was aged 15.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Zimbabwe President Emmerson Mnangagwa promises elections next year as scheduled. He also outlines a broad vision for restoring economic and financial stability.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The deal propping up the Irish government will be dead if Fianna Fail submits a motion of no confidence in the deputy prime minister. It had been unclear whether the ruling party considered submitting the motion sufficient to violate the terms of the three-year deal.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""German President Frank-Walter Steinmeier will host a joint meeting next week. Meeting will be between Chancellor Angela Merkel and the leader of the center-left Social Democrats (SPD)""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""More than 600,000 Rohingya refugees have fled violence to Bangladesh since late August. UNHCR says it has still not seen a repatriation agreement signed by the two countries. Any returns by the traumatized group must be safe and voluntary.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Talks on terms of Britain s exit from the EU are entering a crucial phase. Ireland does not need an election now, Foreign Minister Simon Coveney says. The Irish government was on the verge of collapse on Thursday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland s government will collapse if the opposition Fianna Fail party proceeds with its plan to vote for the resignation of the Deputy Prime Minister. Foreign Minister Simon Coveney says the confidence and supply agreement is over.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
