"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jill Stein is no stranger to breaking the law. A North Dakota Judge is charging her with criminal trespass and mischief during protest against a pipeline project.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Clintons are known for their influence peddling. This time it could (hopefully) have consequences.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama just made an ass of himself! Everyone with half a brain knows Trump is right!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Putting American safety before politics is what these people were supposed to do but they didn't. Shameful!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama is off his rocker! He went on a rant about Donald Trump and now he s scolding owners of SUV s!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump has never said anything racist about Mexicans, Hispanics, blacks or anybody for that matter. He has been talking about ILLEGAL immigration.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mark  Oz  Geist makes a powerful ad against Hillary and in support of Trump for president. You ll like this one!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rep. Roskam explains the big question of rescue efforts in Benghazi.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Joe Dan Gorman puts the state of our political mayhem in perspective. Sit back and enjoy Joe Dan s one-of-a-kind humor.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gary Byrne, author of Crisis Of Character tells Sean Hannity about the unusual position Hillary put the Secret Service in by having to protect Bill from Hillary s violent behavior. He also spills the beans about the phony front Hillary puts on for the cameras.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The State Department says the Benghazi attack was caused by a video. A State Department spokesperson says the attack was not caused by the video.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gowdy just nails the lame stream media!  This is awesome! I watched the entire press conference and Gowdy just nailed it.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton shows at the NY gay pride event but takes millions from Middle Eastern countries that throw gays off of buildings. Isn't this just the height of hypocrisy?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Merkel was booed by residents of Saxony who re 100% FED Up! with her open borders policy sound familiar?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Next stop after BREXIT is the US! Judge Jeanine nails it and says we need to know the facts to fight this elitist agenda.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump's new campaign manager nailed his interview with Chuck Todd. Paul Manafort called Clinton a globalist and connected the dots to BREXIT.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Take note America. Take note America ""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary reads off of the teleprompter an emotion that was meant to be a sigh and not the word  sigh. Too funny!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""State Rep. Cecilia Velasquez was charged with three felony counts: unlawful use of food stamps, fraudulent schemes and practices, and theft. The Arizona Department of Economic Security began investigating Vel asquez in 2014. According to the Arizona DES,Velasquez fraudulently used $1,726 worth of food stamp between 2013 and 2015.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama bashes the  old boys network and says they need to give women and minorities a chance to lead. What the heck is wrong with this president? He must really detest white male Americans! Unreal!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ben Affleck defended Islam in an over the top response to Bill Maher s comments. Does Affleck typically slur his 4-letter words during interviews?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Melissa wore her Trump hat to a coffee shop and immediately was verbally attacked. She came back with facts and a great argument for Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jack Aiello, a Chicago-area teen, impersonated the presidential candidates during his 8th Grade graduation speech. He appeared on The Tonight Show as a little Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Would Hillary s  every day Americans answer these questions the same way as these indoctrinated college students? Who do you think is more responsible for indoctrinating the American voter, colleges and universities or our corrupt media?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A couple carts full of Chick-fil-A food were toted in by Congressional interns. We get it   protesters gotta eat, but consider this: The push for gun control legislation was prompted by Omar Mateen s heinous attack on a gay nightclub.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Secretary of State Hillary Clinton was given a half-million bucks worth of diamond and ruby jewelry by Saudi Arabian King Abdullah bin Abdul Aziz. The gifts were among a treasure trove of keepsakes bestowed upon U.S. leaders in 2012.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""EPA Administrator Gina McCarthy insists climate change is happening now. McCarthy:  You just need to get out of that telephone booth where other climate deniers hang out and open your eyes and see what s happening.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Actor Vince Vaughn comes out with a brilliant statement on guns.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""If booster and sponsors were shown in presidential campaigns just like they are in NASCAR, we d have the picture below.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Vin Scully goes off on the evils of socialism.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Florida Governor Rick Scott is not holding anything back. He is angry that Obama has made the Second Amendment the enemy while ignoring ISIS.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Republican House Intelligence Cmte. Chairman disagrees with Pres. Obama s rant on Donald Trump and his avoidance of the term radical Islam.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Two great examples of how twisted the left is! Back and forth between Trump supporters and Trump protesters outside the Fox.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary couldn t be more clueless and vague in her Twitter statement. If she had a clue about terrorism she d know that there s no such thing as a lone wolf. All jihadists are interconnected and fighting together for the caliphate.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Do you believe Trump was correct in implying Obama was working on behalf of terrorists?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""I called for a ban after San Bernardino and it was met with great scorn and anger. Now many are saying although the pause is temporary we must find out what is going on. We have to do it.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump is the only one speaking openly about what the problem is with terror. Refugee resettlement in America is out of control and is being used as a tool against us. If you don't believe this then please go to Refugee Resettlement Watch and read up!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Elizabeth Warren is Hillary Clinton s new best friend and possible VP choice. We think that would be a total disaster for Clinton.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There are a few things I would change about this photo. But this is pretty close to the real thing.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump answers the question of what he ll do on his first day in office. Two big things he mentions are the attack on our SECOND AMENDMENT and the ATTACK ON OUR BORDER.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Scott Pelley asks what we ve all wanted to ask Hillary. It s a pretty hysterical TV moment IN A ROBOTIC KIND OF WAY.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Screaming leftists interrupted Donald Trump s speech today at the Faith and Freedom Conference in Washington DC.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Google may be manipulating autocomplete recommendations in favor of Hillary Clinton. If true, this would mean that Google Searches aren't reflecting what the majority of Internet searches are actually looking for. According to a research paper cited in this video, that kind of search result manipulation has the potential to substantially influence the outcome of actual elections.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""After being assaulted by Trump haters, the Trump supporters are speaking out.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This guy is great! He describes how it was to be at a Trump rally and how the cops stood down.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The president of the U.S. was a teacher of socialism. The president's father was also a teacher. It was a great encounter.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bernie Sanders thanked President Obama for not endorsing a candidate while he is still in the race. Just a few hours later, Barack Obama decided he couldn t wait a week until Sanders backed out and endorsed Hillary anyhow.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""What about Chris Stevens, Sean Smith, Glen Doherty and Tyrone Woods?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump has now received over 13 million primary votes, more than any other Republican primary candidate since the party s founding in 1854. Trump surpassed George W. Bush, who previously held the record at just over 12 million votes in 2000.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""DNC Platform Committee Member thinks we should take guns away from EVERYONE.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump spoke last night after winning BIG! His overview of the important things he s campaigning on was fantastic! In case you missed it, it s well worth the listen!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It is one of his best speeches to date and truly worth watching to the end.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""An anti-Hillary PAC just came out with a great commercial!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sheriff Clarke weighs in on the violence at the Trump rally in San Jpse.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Don't buy the media lie that every LEGAL Mexican-American is against Trump. Those who came here legally want the same things every other American wants. I'm Mexican American and I'm voting for Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This documentary-in-progress uncovers the ongoing, accelerating indoctrination of U.S. students to Islam. CAN s upcoming documentary  Exposed: The Islamization of Our Schools.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bill Clinton was in East Los Angeles on Sunday campaigning ahead of the California primary on Tuesday. He gave a finger wag and told hecklers that Bernie doesn't have a chance don't be so sure Slick Willy!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton was all smiles at a rally in California until her podium collapsed. Is this just a big case of karma?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""First Lady Michelle Obama touted the diversity of the 2016 graduating class of City College in New York by comparing it to her own life and experiences. It s the story that I witness every single day, she said.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mexican pride this, and Mexican pride that. Why are you here is you re so proud of Mexico? Nobody else wants to say it, but Mexico is a f*cking hell-hole. They come over here and use our system because of our weak-ass politicians.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trashy Michelle brings out her radical lying and twisting to brainwash college graduates. Trump has NOT done anything but rally Americans in a great way! Patriotism has skyrocketed during his campaign. He has said he wants ILLEGAL aliens to be deported.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The assault was captured on video so they have a picture of the attack. Arrest this guy!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""James Rosen calls out the effort to censor his question and the answer regarding Iran. This is seriously concerning!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mr. Teleprompter didn't do so well when he went off script during an appearance.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump held a press conference today to clarify every since bit of accusations made that he pocketed over six million dollars meant for veterans. Trump shut the liberal media down. What was even better was watching a New Hampshire lawmaker rip into the liberal press like I ve never seen!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""When will the media report on this nice group of illegal aliens and racist American thugs?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A first hand look at the lie the media continue to perpetuate that all Hispanics are against Trump. WOW! HISPANIC TRUMP SUPPORTERS Scream at Anti-Trump Mob:  Go Back to Mexico!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""This guy is awesome! He is so right and so on point about his assessment of Trump\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump addressed thousands of motorcyclists, many of them military veterans, attending the annual Rolling Thunder gathering. The bikers have been great supporters of Trump as he mentioned last week.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Anti-Trump protesters stoop to a new low and when challenged by the cameraman they verbally abuse him. Thank goodness for the Rebel Pundit cameraman who caught this on video.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Ronald Reagan delivered this speech on Memorial Day. Reagan: \""We will never forget you!\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A live feed from MSNBC was trying to show how great the anti-Trump protesters were behaving but all of a sudden a guy yells out a disgusting sexual phrase.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton has had a loooong career at lying at twisting things. Here s a great video to share with everyone you know!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Louisiana State Rep Barbara Norton says that not all men are created equal from the House Floor. Norton is challenging a bill that would have school children recite an excerpt from the Declaration each morning.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton wants to spin the definition of the trouble she s in, it won't matter. FBI Director James Comey isn't playing around and won't put up with the spin from Hillary.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Krauthammer: Obama closed the apology tour today in Hiroshima. And to say it wasn t a form of apology, of course he wasn t going to use the word. Look, this is a visit he should have made next year as a private citizen.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jimmy Kimmel writes a second book for Trump pretty GREAT!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A video posted by Donald J. Trump (@realdonaldtrump) on May 26, 2016 at 3:55pm PDTHere s another montage of #NeverTrump losers:""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Univision host Leon Krauze asked avowed Socialist Bernie Sanders about the collapse of several Latin American countries due to their failed socialist policies. Angry Bernie responded with well, anger.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The ad was produced by Minnesota-based activist group  Flush Target. It s a simple ad with a powerful message.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump has a way with one-liners that are hysterical! He s asked about Liz Warren and HuffPo in a press conference. Here s Trump s funny retort: So, #Pocahontas is \""Very Offensive\"" to ONE reporter.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Barack Obama will honour all those who were lost in World War II, he says. The US president is in Japan for a Group of Seven summit.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Presidential candidate Donald Trump now has 1238 delegates that puts him over the magic number of 1237.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""DePaul University Junior, Katie Danforth gives the Black Lives Matter Crybabies an earful. If you have the time, you should watch every minute of this video.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""He could easily have called Hillary  Obama. It seems like a pretty easy mistake.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Phil Robertson of Duck Dynasty has endorsed Donald Trump. Robertson weighs in on the two hottest topics on Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A Trump sign-stealer gets a verbal beatdown and discovers he s actually a Trump supporter! Bahaha!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sanders voted AGAINST the Amber Alert system and refused to endorse a bill that would lock away child molesters for life. Back in 2006, when Sanders was running for the Senate, Republican Richard Tarrant pointed out some things about the socialist s voting record.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama gleefully gets a photo right in front of the bust of Ho Chi Minh. That s some rich symbolism right there!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Judge Jeanine goes through several of Hillary s pitfalls and gaffes making the point that it s Hillary who s ill prepared to fight terrorism.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
