"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Young illegal  dreamers and their parents flip off Trump supporters while yelling expletives you would expect to hear in a prison. Wearing sombreros and ironically holding signs reading  No hate,  screamed  F*ck you!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A recent AFL-CIO poll found that Trump has more support than Hillary and Bernie Sanders combined. Democrats are worried as more and more union members are supporting Donald Trump for president.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The DNC is pushing for a coronation of Hillary and doing everything it can to stop Bernie.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Low energy candidate low energy fans h/t Weasel Zipppers.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jeb Bush takes a swipe at Trump and Trump hammers him:  He doesn t really believe I m unhinged. He said that because he has failed in this campaign. It s been a total disaster. And frankly, I m the most solid person up here. I ve built a tremendous company and all I want to do is make America great again.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ted Cruz has surged into the lead with 31% support   a gain of 21 points since DMR s previous polling. According to the Des Moines Register Cruz s ascent is the largest and fastest rise in the history of Iowa Caucus polling.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jim Comey gets a 10 year tenure as FBI director so Obama can't touch him. Judge Jeanine tells Obama in her Opening Statement last night to,  Let him do his job!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This ad is fantastic and really nails the failure of leadership from Obama and Clinton.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN anchor Katrina Pierson does a fantastic job with this CNN anchor. Pierson is one of CNN's most popular anchors.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Syria? Why don t you claim asylum in France? Because I don t like it. You want to come to England?Yes, because they re the best.Why are they the best?Because they treat people very good.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Liberty University President Jerry Falwell Jr. was not taking Hillary s lying sitting down. Falwell made comments about how the students should arm themselves against terror attacks.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""St. Petersburg, FL mayor, Rick Kriseman may want to re-think his decision, since it appears not everyone in Florida agrees with him. The only reason for the mayor s ridiculous tweet is partisan politics.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Host Stacey Dash and commentator Lt. Col. Ralph Peters have been suspended by Fox News and Fox Business. Peters called Obama a pussy after his primetime televised speech on terrorism. Dash said that he couldn't give a  shit about the terrorist group.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald J. Trump is calling for a total and complete shut down of Muslims entering the United States. \""We have no choice,\"" he says.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""ISIS has been trying to use the refugee program to come to America. The State Department and UN are pushing refugees through the system as fast as possible. This is big, big business for the Refugee Resettlement contractors who get paid per refugee.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Here are steps Congress can take right now to help defeat the terrorist threat from ISIL and keep Americans safe.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Katrina Pierson: When was the last time you fact checked Barack Obama?  I love her!!!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""'When you have pipe bombs laying all over the floor, I don't think they re  regular people'""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Since day one at his job as head of Homeland Security, Jeh Johnson has been a smug liar. He supports Obama s open border policy and lies through his teeth to pretend like he doesn't. He should never have been sworn in for the job.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Diamond And Silk joins Donald J. Trump on stage @ tonight's rally in Raleigh, North Carolina.  I want everybody to know that we stand behind DonaldJ. Trump!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A Very stubborn Obama just keeps spewing the same talking points and refuses to back down on his outrageous claims on climate change. The political ideology is shocking!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A Virginia rally for Donald Trump turned into a big day for endorsements by black pastors.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The media really wants to bury Trump on this but two important officials have come forward in Trump s defense. He s such a fighter and I do appreciate that since we have such a wimp in the White House right now.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The latest batch of 7,800 e-mails from Hillary Clinton was released on Friday. The emails were sent between June 7 and July 7.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This report explains so much could this explain Obama s actions too?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CJ Pearson is running for Chairman of the Georgia Teen Republicans. If you live in Georgia, you might consider supporting him. You can also donate to his #StandwittCJ campaign.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""Let us keep this Thanksgiving Day sacred thanking God for the bounty and goodness of our nation,\"" Obama says.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""ISIS released a new video yesterday, where they threatened America and every other country they identify as the  infidel. Meanwhile, we have a  Commander In Chief who still refuses to identify them as terrorists or admit ISIS is actually fighting a holy war. Do you ever wonder why Barack Obama refers to ISIS as ISIL when every terror expert refers to them as ISIS?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Only an affirmative action president can pull this off. Just like a tired comedian Obama can t help himself.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump endorsed waterboarding at a rally at a convention center in Ohio on Monday night. He said it is nothing compared to what ISIS does.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Part two of a one-on-one interview with Donald and Barbara Walters. Donald explains why he chose to finally run for President in 2016.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton breaks out the very phony Southern accent during a speech in Memphis. Pandering to her base is what Clinton does best. This folksy style is cringe inducing for anyone with half a brain.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN's Jim Acosta confronted President Obama on his feckless role as Commander In Chief. Acosta first mocked him about his reference to ISIS as  Jayvee Team then lobbed some friendly fire:  Why can t we take out these bastards?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Governor Kasich:  What Mr Trump needs to understood that the real jobs come in the downstream, not in the upstream. In Ohio it was diversified. And little falsehoods, things sir, they really don t work when it comes to the truth.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We love the new conservative governor of Kentucky! He means business and it s about time someone stood up to the bloated and over regulated EPA. States have rights too!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Just another reason conservatives love Ted Cruz.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump hosted Saturday Night Live for the first time last night. Protesters tried to get him off the show for his comments on immigration. Trump was able to make fun of himself and the protest.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Republican party should have been taking it to the media for years. It s really kind of sad that it took this long for the men and women in our party to fight back. The American people are waking up to your games.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The more we abused him, the more tickets he wrote. He finally finished, sneered at us and walked away. We always look for cars with Obama stickers.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is a great take on the foreign policy of the Obama administration.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary was speaking to the NAACP on 10/30/15 and was promoting the Obama program to Ban the Box. The program bans federal employers from asking if a potential employee has a criminal record. Hillary is jumping on this because it plays to her base, right? She is all for criminal justice reform ESPECIALLY for Former Presidents?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Obama mocked Republican candidates who suggested they ll be tough with Vladimir Putin but can't handle a bunch of CNBC moderators at a debate.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The left is trying to push the narrative that the Republican candidates are a bunch of whiners. If you watched the debate you d know it was a win for the Republicans against leftist media.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary and the State Dept. can t see when someone s about to stab them in the eye until their eye is gone and it s taken out of the socket. These two girls make some very good points that you re definitely not hearing in the mainstream media.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Migrant Muslims were seen on video singing jihadist songs at their refugee center. The ignorant German volunteers applauded. The caliphate has come to Germany on steroids.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The best part comes at the end with a special moment from Republican Candidate Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
